Sample_ID,Accession,Continent,Country,Region,Strain,Latitude,Longitude,year_of_collection,Pot.Field,Host,avg_gw_coverage,num_het_pos,var_het_ratio,mating_type,Status_world,Status_ext_eur,Status_recent_ext_eur,excluded_reason,avrpm17_covg_ratio,AvrPm17_variant,avrpm17_cluster,pheno_amigo,pheno_pm3e2,fs_level_1,fs_level_2,fs_level_3,fs_level_4,fs_level_5,fs_level_6,fs_level_7,fs_level_8,fs_level_9,fs_level_10,anc1,anc2,anc3,anc4,anc5,anc6,anc7,anc8,anc9,wind_coord1,wind_coord2,wind_coord3,bio2,bio3,bio4,bio7,bio8,bio16,bio19,hurs_range,rsds_range,vpd_range,clt_mean,clt_range
FRA_B_STONE_95_45,SRR11548196,Europe,France,France,tritici,NA,NA,1995,NA,NA,42.56,102101,2.322,1_2_1,Included,Included,Excluded,NA,1.998,A/C,NA,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old+,0.137669,1e-05,1e-05,1e-05,1e-05,0.72741,0.133976,0.000896,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRA_M_DOVE_94_10,SRR11548195,Europe,France,France,tritici,NA,NA,1994,NA,NA,28.89,92444,2.48,1_2_1,Included,Included,Excluded,NA,2.235,C,4,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old,0.03558,1e-05,1e-05,1e-05,1e-05,0.96435,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRA_MERCIA_COKER_98_25,SRR11548194,Europe,France,France,tritici,NA,NA,1998,NA,NA,31.8,90733,2.359,1_1_3,Included,Included,Excluded,NA,1.783,A,NA,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRA_MISSION_96_19,SRR11548193,Europe,France,France,tritici,NA,NA,1996,NA,NA,52.18,108850,2.111,1_1_3,Included,Included,Excluded,NA,2.184,C,NA,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old,0.094716,1e-05,1e-05,1e-05,1e-05,0.90325,1e-05,0.001974,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRA_SYROS_2000_15,SRR11548192,Europe,France,France,tritici,NA,NA,2000,NA,NA,14.47,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRBE052201,ERR13762678,Europe,France,Bergerac,tritici,44.859587,0.469917,2022,Pot,6n,46.12,98297,2.51,1_2_1,Included,Included,Included,NA,1.99,H,8,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.992864,1e-05,0.007066,1e-05,-431.366469106071,-168.540519290522,87.0463472449583,-0.124243976484312,0.501636741254676,-0.849917823717027,-0.769220873859111,-0.724161336983243,0.0948942170151643,0.460921198961871,-0.00605825775107335,-0.432826098483522,-0.334473781700188,0.314009635679077,-0.880220062832379
FRBE052202,ERR13762680,Europe,France,Bergerac,tritici,44.859587,0.469917,2022,Pot,6n,35.71,103106,2.284,1_2_1,Included,Included,Included,NA,1.914,C,3,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old+,0.108794,1e-05,1e-05,1e-05,1e-05,0.891136,1e-05,1e-05,1e-05,-431.366469106072,-168.540519290523,87.0463472449583,-0.124243976484312,0.501636741254676,-0.849917823717027,-0.769220873859111,-0.724161336983243,0.0948942170151643,0.460921198961871,-0.00605825775107335,-0.432826098483522,-0.334473781700188,0.314009635679077,-0.880220062832379
FRBE052204,ERR13762681,Europe,France,Bergerac,tritici,44.859587,0.469917,2022,Pot,4n,36.51,93944,2.557,1_2_1,Included,Included,Included,NA,1.88,A/B,5,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old+,0.184632,1e-05,1e-05,1e-05,0.008913,0.806395,1e-05,1e-05,1e-05,-431.366469106072,-168.540519290523,87.0463472449584,-0.124243976484312,0.501636741254676,-0.849917823717027,-0.769220873859111,-0.724161336983243,0.0948942170151643,0.460921198961871,-0.00605825775107335,-0.432826098483522,-0.334473781700188,0.314009635679077,-0.880220062832379
FRCL052201,ERR13762683,Europe,France,Clarensac,tritici,43.826,4.218,2022,Pot,6n,32.35,96999,2.53,1_1_3,Included,Included,Included,NA,1.611,C,6,NA,A,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,0.69651,1e-05,1e-05,1e-05,1e-05,0.30342,1e-05,1e-05,1e-05,-354.622707861042,-126.74036448237,114.638207439952,0.553115776793121,0.391322990280204,-0.08983330927453,0.438738849534902,0.274981479490332,1.16983480354741,0.283154963388875,-0.49780187472045,1.19471329124293,0.449570508974617,-0.404139688778815,-0.659947292464673
FRCL052202,ERR13762686,Europe,France,Clarensac,tritici,43.826,4.218,2022,Pot,6n,42.77,107052,2.451,1_1_3,Included,Included,Included,NA,2.13,C,6,NA,A,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,0.68776,1e-05,1e-05,1e-05,1e-05,0.31217,1e-05,1e-05,1e-05,-354.622707861042,-126.74036448237,114.638207439952,0.553115776793121,0.391322990280204,-0.08983330927453,0.438738849534902,0.274981479490332,1.16983480354741,0.283154963388875,-0.49780187472045,1.19471329124293,0.449570508974617,-0.404139688778815,-0.659947292464673
FRCL052301,ERR13762682,Europe,France,Clarensac,tritici,43.826,4.218,2023,Pot,6n,26.44,100322,2.128,1_1_3,Included,Included,Included,NA,1.889,C,3,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-354.622707861042,-126.74036448237,114.638207439952,0.553115776793121,0.391322990280204,-0.08983330927453,0.438738849534902,0.274981479490332,1.16983480354741,0.283154963388875,-0.49780187472045,1.19471329124293,0.449570508974617,-0.404139688778815,-0.659947292464673
FRCL052302,ERR13762685,Europe,France,Clarensac,tritici,43.826,4.218,2023,Pot,6n,21.18,99223,2.347,1_1_3,Included,Included,Included,NA,1.925,C,6,NA,NA,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,0.674254,1e-05,1e-05,1e-05,1e-05,0.325676,1.1e-05,1e-05,1e-05,-354.622707861042,-126.74036448237,114.638207439952,0.553115776793121,0.391322990280204,-0.08983330927453,0.438738849534902,0.274981479490332,1.16983480354741,0.283154963388875,-0.49780187472045,1.19471329124293,0.449570508974617,-0.404139688778815,-0.659947292464673
FRCO042201,ERR13762687,Europe,France,Cortevaix,tritici,46.52973913,4.646218568,2022,Pot,6n,31.39,98772,2.236,1_2_1,Included,Included,Included,NA,1.781,A,5,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-535.282328312111,-135.339247638095,40.1192533157496,-0.462923853123028,-0.286319374302208,-0.248602463551834,-0.430992151308788,-1.18376703256108,0.5126283710222,0.556730273978485,0.386129903022049,-0.102928189657573,-0.277042980156729,0.543640098684748,-0.676657640561533
FRCO042202,ERR13762684,Europe,France,Cortevaix,tritici,46.52973913,4.646218568,2022,Pot,6n,37.38,95583,2.27,1_1_3,Included,Included,Included,NA,3.308,C,7,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-535.282328312111,-135.339247638095,40.1192533157496,-0.462923853123028,-0.286319374302208,-0.248602463551834,-0.430992151308788,-1.18376703256108,0.5126283710222,0.556730273978485,0.386129903022049,-0.102928189657573,-0.277042980156729,0.543640098684748,-0.676657640561533
FRCO042203,ERR13762690,Europe,France,Cortevaix,tritici,46.52973913,4.646218568,2022,Pot,4n,29.33,93011,2.276,1_1_3,Included,Included,Included,NA,2.16,C,1,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-535.282328312111,-135.339247638095,40.1192533157496,-0.462923853123028,-0.286319374302208,-0.248602463551834,-0.430992151308788,-1.18376703256108,0.5126283710222,0.556730273978485,0.386129903022049,-0.102928189657573,-0.277042980156729,0.543640098684748,-0.676657640561533
FRCO042204,ERR13762688,Europe,France,Cortevaix,tritici,46.52973913,4.646218568,2022,Pot,4n,29.24,91284,2.406,1_2_1,Included,Included,Included,NA,1.674,C,4,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-535.282328312111,-135.339247638095,40.1192533157495,-0.462923853123028,-0.286319374302208,-0.248602463551834,-0.430992151308788,-1.18376703256108,0.5126283710222,0.556730273978485,0.386129903022049,-0.102928189657573,-0.277042980156729,0.543640098684748,-0.676657640561533
FRLO052301,ERR13762691,Europe,France,Louhans,tritici,46.63110745,5.23174322208867,2023,Pot,6n,22.43,89908,2.253,1_2_1,Included,Included,Included,NA,1.887,B,NA,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-534.912594327064,-115.789667784267,43.0085235594275,-0.33591889938351,-0.144487033036845,-0.281451254091966,-0.406832956840907,-1.1038356072432,0.969021726942483,0.916880049944555,-0.184051346101952,-0.142954941804754,-0.245671088564707,0.522361600182293,-0.696406233766914
FRLO052302,ERR13762692,Europe,France,Louhans,tritici,46.63110745,5.23174322208867,2023,Pot,6n,27.99,99357,2.129,1_1_3,Included,Included,Included,NA,1.85,C/I,NA,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-534.912594327064,-115.789667784267,43.0085235594275,-0.33591889938351,-0.144487033036845,-0.281451254091966,-0.406832956840907,-1.1038356072432,0.969021726942483,0.916880049944555,-0.184051346101952,-0.142954941804754,-0.245671088564707,0.522361600182293,-0.696406233766914
FRMP052201,ERR13762723,Europe,France,Marais Poitevin,tritici,46.368861,-0.991562,2022,Pot,6n,32.09,96622,2.304,1_2_1,Included,Included,Included,NA,2.311,C,NA,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-539.6361811204,-193.385156432453,43.3846428946263,-0.632263791442386,0.328286561151933,-1.33626241699176,-1.397359930024,-0.784109905971649,0.673708378994065,0.771434948112104,-0.45556622663719,0.0300639223153144,-0.746862356659831,0.445227043110889,-0.786034464468257
FRMP052202,ERR13762721,Europe,France,Marais Poitevin,tritici,46.368861,-0.991562,2022,Pot,6n,35.5,110339,1.987,1_2_1,Included,Included,Included,NA,2.03,B/C,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-539.6361811204,-193.385156432453,43.3846428946263,-0.632263791442386,0.328286561151933,-1.33626241699176,-1.397359930024,-0.784109905971649,0.673708378994065,0.771434948112104,-0.45556622663719,0.0300639223153144,-0.746862356659831,0.445227043110889,-0.786034464468257
FRMP052203,ERR13762722,Europe,France,Marais Poitevin,tritici,46.368861,-0.991562,2022,Pot,4n,35.7,92270,2.494,1_2_1,Included,Included,Included,NA,1.785,C,4,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-539.6361811204,-193.385156432453,43.3846428946263,-0.632263791442386,0.328286561151933,-1.33626241699176,-1.397359930024,-0.784109905971649,0.673708378994065,0.771434948112104,-0.45556622663719,0.0300639223153144,-0.746862356659831,0.445227043110889,-0.786034464468257
FRMP052204,ERR13762726,Europe,France,Marais Poitevin,tritici,46.368861,-0.991562,2022,Pot,4n,33.93,106109,2.162,1_1_3,Included,Included,Included,NA,4.103,C,7,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-539.6361811204,-193.385156432453,43.3846428946263,-0.632263791442386,0.328286561151933,-1.33626241699176,-1.397359930024,-0.784109905971649,0.673708378994065,0.771434948112104,-0.45556622663719,0.0300639223153144,-0.746862356659831,0.445227043110889,-0.786034464468257
FRMP052206,ERR13762727,Europe,France,Marais Poitevin,tritici,46.368861,-0.991562,2022,Pot,4n,28.16,98829,2.264,1_1_3,Included,Included,Included,NA,2.017,C,1,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-539.6361811204,-193.385156432453,43.3846428946263,-0.632263791442386,0.328286561151933,-1.33626241699176,-1.397359930024,-0.784109905971649,0.673708378994065,0.771434948112104,-0.45556622663719,0.0300639223153144,-0.746862356659831,0.445227043110889,-0.786034464468257
FRMU052302,ERR13762728,Europe,France,Munster,tritici,48.03480211,7.136236275,2023,Pot,4n,26.94,97615,2.18,1_1_3,Included,Included,Included,NA,1.642,C,1,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-647.635693282625,-103.459306229418,-8.35746332149584,-0.378253883963349,-0.239042052456006,-0.113557435775737,-0.358514567905147,-1.64337272813893,1.16553933666816,1.7445319389435,-0.181034514096004,-0.533538571628041,-0.678299593583718,0.572898034125626,-1.08378248510323
FRMU052303,ERR13762725,Europe,France,Munster,tritici,48.03480211,7.136236275,2023,Pot,Triticale,20.16,88486,2.301,1_1_3,Included,Included,Included,NA,1.832,A,5,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.998566,1e-05,1e-05,0.001364,-647.635693282625,-103.459306229418,-8.35746332149574,-0.378253883963349,-0.239042052456006,-0.113557435775737,-0.358514567905147,-1.64337272813893,1.16553933666816,1.7445319389435,-0.181034514096004,-0.533538571628041,-0.678299593583718,0.572898034125626,-1.08378248510323
FRNE052204,ERR13762729,Europe,France,Mourmelon,tritici,49.14827083,4.360349464,2022,Field,6n,37.39,94267,2.411,1_1_3,Included,Included,Included,NA,1.742,C,4,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-720.117203340468,-150.044552121178,-42.0948114484286,-0.547593822282707,0.0288631470658971,-0.795169839483474,-0.962494429602153,-1.32364702686739,-0.289550068677686,0.131938230531327,0.214170478683065,-0.479954371172944,-0.723333437965814,0.922220051207613,-0.340931556070063
FRNE052205,ERR13762731,Europe,France,Mourmelon,tritici,49.14827083,4.360349464,2022,Field,6n,29.66,95276,2.278,1_1_3,Included,Included,Included,NA,2.015,C,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-720.117203340468,-150.044552121179,-42.0948114484286,-0.547593822282707,0.0288631470658971,-0.795169839483474,-0.962494429602153,-1.32364702686739,-0.289550068677686,0.131938230531327,0.214170478683065,-0.479954371172944,-0.723333437965814,0.922220051207613,-0.340931556070063
FRNE052208,ERR13762730,Europe,France,Cuperly,tritici,49.05512806,4.436114757,2022,Field,6n,42.84,107420,2.09,1_1_3,Included,Included,Included,NA,1.801,C,4,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-720.117203340468,-150.044552121179,-42.0948114484286,-0.589928806862547,-0.00265506749823823,-0.755021317712202,-0.962494429602153,-1.32364702686739,-0.151021261821882,0.2727660275437,0.247355630748483,-0.461232180652489,-0.713972470313356,0.941725341501531,-0.24370771259742
FRRI052203,ERR13762733,Europe,France,Riom,tritici,45.894536,3.141422,2022,Pot,4n,23.75,82677,2.452,1_2_1,Included,Included,Included,NA,2.046,C,1,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-499.5405606249,-152.664704485753,55.4240327868897,-0.124243976484312,0.312527453869867,-0.581652700972617,-0.575947318116068,0.794535744056596,0.361213163528647,-0.242063459894976,-0.594340498910757,-0.574856509328353,-0.527512114641419,0.520588391973754,-0.940984965002781
FRRI052204,ERR13762739,Europe,France,Riom,tritici,45.894536,3.141422,2022,Pot,4n,81.1,121838,1.854,1_2_1,Included,Included,Included,NA,2.072,B/C,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,0.008951,0.990979,1e-05,1e-05,1e-05,-499.540560624901,-152.664704485753,55.4240327868897,-0.124243976484312,0.312527453869867,-0.581652700972617,-0.575947318116068,0.794535744056596,0.361213163528647,-0.242063459894976,-0.594340498910757,-0.574856509328353,-0.527512114641419,0.520588391973754,-0.940984965002781
FRRN052301,ERR13762734,Europe,France,Rennes,tritici,48.10015077,-1.680136345,2023,Pot,6n,22.31,92419,2.159,1_2_1,Included,Included,Included,NA,1.811,C,4,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-650.697571772988,-196.215382098248,3.5706878430386,-0.589928806862547,0.62770997523797,-1.71402350820327,-1.61479268023492,-0.963955612936899,0.164695553802972,0.505939920957629,-0.509869202744238,-0.30628991427631,-1.02111340896428,0.789229435567262,-1.18252545113013
FRRN052302,ERR13762735,Europe,France,Rennes,tritici,48.10015077,-1.680136345,2023,Pot,4n,23.04,93454,2.23,1_2_1,Included,Included,Included,NA,1.918,B,NA,0,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-650.697571772988,-196.215382098248,3.57068784303866,-0.589928806862547,0.62770997523797,-1.71402350820327,-1.61479268023492,-0.963955612936899,0.164695553802972,0.505939920957629,-0.509869202744238,-0.30628991427631,-1.02111340896428,0.789229435567262,-1.18252545113013
FRSA042201,ERR13762737,Europe,France,Sailly,tritici,46.533195,4.559358,2022,Pot,6n,40.98,110550,2.173,1_1_3,Included,Included,Included,NA,3.93,C,7,NA,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-535.282328312111,-135.339247638095,40.1192533157497,-0.505258837702868,-0.33359669614841,-0.265939325225793,-0.455151345776667,-1.20374988889055,0.391281431683395,0.502476942342571,0.371045742992314,-0.155866797336102,-0.296523912838871,0.554279347935977,-0.682734130778573
FRSA042202,ERR13762736,Europe,France,Sailly,tritici,46.533195,4.559358,2022,Pot,6n,36.7,98821,2.219,1_1_3,Included,Included,Included,NA,1.952,C,4,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1.2e-05,1e-05,1e-05,1e-05,1e-05,0.999916,1e-05,1.2e-05,1e-05,-535.282328312111,-135.339247638095,40.1192533157497,-0.505258837702868,-0.33359669614841,-0.265939325225793,-0.455151345776667,-1.20374988889055,0.391281431683395,0.502476942342571,0.371045742992314,-0.155866797336102,-0.296523912838871,0.554279347935977,-0.682734130778573
FRSA042203,ERR13762738,Europe,France,Sailly,tritici,46.533195,4.559358,2022,Pot,4n,37.95,94677,2.434,1_1_3,Included,Included,Included,NA,1.977,NA,NA,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-535.282328312111,-135.339247638095,40.1192533157497,-0.505258837702868,-0.33359669614841,-0.265939325225793,-0.455151345776667,-1.20374988889055,0.391281431683395,0.502476942342571,0.371045742992314,-0.155866797336102,-0.296523912838871,0.554279347935977,-0.682734130778573
FRSA042204,ERR13762740,Europe,France,Sailly,tritici,46.533195,4.559358,2022,Pot,4n,35.55,96232,2.283,1_1_3,Included,Included,Included,NA,1.779,A,5,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-535.282328312111,-135.339247638095,40.1192533157496,-0.505258837702868,-0.33359669614841,-0.265939325225793,-0.455151345776667,-1.20374988889055,0.391281431683395,0.502476942342571,0.371045742992314,-0.155866797336102,-0.296523912838871,0.554279347935977,-0.682734130778573
FRSB042201,ERR13762742,Europe,France,Saint-Brieuc,tritici,48.44729,-2.73981,2022,Pot,6n,41.16,110572,2.062,1_1_3,Included,Included,Included,NA,2.046,C,1,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-690.765983898127,-214.074423437553,-5.05190636066431,-1.05561363724078,0.438600312126406,-2.23321689201814,-2.17045415299616,-0.943972756607423,0.31825849473615,0.767971969497045,-1.75280398919444,0.0416845922935283,-1.41326205386455,0.81760076690387,-1.28582578481981
FRSB042203,ERR13762746,Europe,France,Saint-Brieuc,tritici,48.44729,-2.73981,2022,Pot,4n,44.35,90582,2.549,1_1_3,Included,Included,Included,NA,2.125,C,1,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-690.765983898127,-214.074423437553,-5.05190636066438,-1.05561363724078,0.438600312126406,-2.23321689201814,-2.17045415299616,-0.943972756607423,0.31825849473615,0.767971969497045,-1.75280398919444,0.0416845922935283,-1.41326205386455,0.81760076690387,-1.28582578481981
FRSB042204,ERR13762744,Europe,France,Saint-Brieuc,tritici,48.44729,-2.73981,2022,Pot,4n,41.95,97311,2.413,1_1_3,Included,Included,Included,NA,1.94,B,1,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-690.765983898127,-214.074423437553,-5.05190636066437,-1.05561363724078,0.438600312126406,-2.23321689201814,-2.17045415299616,-0.943972756607423,0.31825849473615,0.767971969497045,-1.75280398919444,0.0416845922935283,-1.41326205386455,0.81760076690387,-1.28582578481981
FRSD062201,ERR13762747,Europe,France,Saint-Dyé-sur-Loire,tritici,47.653814,1.481745,2022,Pot,6n,35.19,98513,2.283,1_2_1,Included,Included,Included,NA,2.074,C,4,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-609.838938385714,-161.135622879853,9.11098371443754,-0.420588868543188,0.281009239305731,-0.859042487755953,-0.962494429602153,-1.08385275091372,-0.199345264213442,0.110006032635957,0.55205566334914,-0.48318233505578,-0.54319806043743,0.827353412050829,-0.400177335686204
FRSD062202,ERR13762750,Europe,France,Saint-Dyé-sur-Loire,tritici,47.653814,1.481745,2022,Pot,6n,43.87,105033,2.171,1_2_1,Included,Included,Included,NA,1.77,C,1,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-609.838938385714,-161.135622879853,9.11098371443754,-0.420588868543188,0.281009239305731,-0.859042487755953,-0.962494429602153,-1.08385275091372,-0.199345264213442,0.110006032635957,0.55205566334914,-0.48318233505578,-0.54319806043743,0.827353412050829,-0.400177335686204
FRSD062203,ERR13762745,Europe,France,Saint-Dyé-sur-Loire,tritici,47.653814,1.481745,2022,Pot,4n,38.08,110726,2.117,1_1_3,Included,Included,Included,NA,2.151,A,5,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-609.838938385714,-161.135622879853,9.11098371443761,-0.420588868543188,0.281009239305731,-0.859042487755953,-0.962494429602153,-1.08385275091372,-0.199345264213442,0.110006032635957,0.55205566334914,-0.48318233505578,-0.54319806043743,0.827353412050829,-0.400177335686204
